cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class,Gill-Color
x,f,N,f,n,f,w,b,n,t,e,s,s,w,w,p,w,8,e,n,a,g,e,n
x,s,g,f,,f,w,b,h,t,e,s,s,w,w,p,w,8,e,n,a,g,e,h
x,y,n,t,n,f,c,b,w,t,b,s,s,g,g,p,w,8,p,n,v,d,e,w
x,f,n,t,n,f,c,b,u,t,b,s,s,p,p,p,w,8,p,n,y,d,e,u
f,s,g,f,n,,w,b,k,t,e,f,f,w,w,p,w,8,e,n,s,g,e,k
f,s,n,f,,,w,b,n,t,e,f,f,w,w,p,w,8,e,k,a,g,e,n
x,s,g,f,n,f,w,b,p,t,e,f,s,w,w,p,w,8,e,n,s,g,e,p
f,f,g,t,n,f,c,b,n,t,b,s,s,p,w,p,w,8,p,k,y,d,e,n
x,s,W,f,n,f,w,b,h,t,e,f,f,w,w,p,w,8,e,n,a,g,e,h
f,f,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,a,g,e,k
f,s,w,f,n,f,w,b,h,t,e,f,s,w,w,p,w,8,e,k,s,g,e,h
,f,g,f,n,,w,b,k,t,e,s,s,w,w,p,w,8,e,n,s,g,e,k
f,f,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,a,g,e,k
f,f,n,f,n,,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,e,p
x,f,n,t,,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,v,d,e,w
f,s,g,f,n,,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g,e,h
f,s,W,f,n,f,w,b,n,t,e,f,f,w,w,p,w,8,e,n,s,g,e,n
x,y,e,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,v,d,e,p
x,y,g,t,n,f,c,b,u,t,b,s,s,g,g,p,w,8,p,k,v,d,e,u
x,y,e,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,v,d,e,n
,f,g,f,n,,w,b,h,t,e,s,s,w,w,p,w,8,e,k,s,g,e,h
f,f,g,f,n,f,w,b,p,t,e,f,s,w,w,p,w,8,e,n,a,g,e,p
f,y,Y,t,l,f,c,b,p,e,r,s,y,w,w,p,w,8,p,n,y,g,e,p
f,y,w,t,,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,u,p,w
f,s,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g,e,h
f,f,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,s,g,e,k
f,f,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,8,p,k,v,d,e,p
x,f,e,t,,,c,b,u,t,b,s,s,g,w,p,w,o,p,k,y,d,e,u
f,f,g,f,,f,w,b,p,t,e,s,s,w,w,p,w,8,e,n,a,g,e,p
,f,n,f,,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,s,g,e,n
x,f,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,8,e,n,s,g,e,h
x,y,e,t,,f,c,b,w,t,b,s,s,g,w,p,w,8,p,n,v,d,e,w
f,f,N,t,n,f,c,b,w,t,b,s,s,g,w,p,w,8,p,k,v,d,e,w
x,f,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,e,p
x,f,n,f,,f,w,b,p,t,e,s,f,w,w,p,w,8,e,k,a,g,e,p
f,s,w,f,n,f,w,b,h,t,e,s,f,w,w,p,w,8,e,k,s,g,e,h
f,s,g,f,,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g,e,p
f,y,w,t,,f,c,n,w,e,e,s,s,w,w,p,w,8,p,k,s,u,p,w
b,s,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g,e,k
x,f,n,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d,e,w
f,f,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,8,e,k,a,g,e,k
x,f,n,f,n,,w,b,k,t,e,f,s,w,w,p,w,8,e,n,s,g,e,k
x,s,n,f,,,w,b,k,t,e,s,f,w,w,p,w,8,e,n,s,g,e,k
f,s,w,t,,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d,e,n
x,f,w,f,,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g,e,h
x,s,w,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,a,g,e,h
x,s,g,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g,e,k
x,y,e,t,n,f,c,b,p,t,b,s,s,w,p,p,w,8,p,k,v,d,e,p
f,f,n,t,n,f,c,b,n,t,b,s,s,g,p,p,w,8,p,k,v,d,e,n
x,f,n,t,,f,c,b,n,t,b,s,s,w,w,p,w,8,p,k,v,d,e,n
f,f,w,f,n,f,w,b,k,t,e,s,s,w,w,p,w,8,e,k,s,g,e,k
,s,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,s,g,e,n
f,s,W,t,,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u,p,k
f,f,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g,e,p
x,y,g,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,y,d,e,w
x,y,g,t,,f,c,b,n,t,b,s,s,g,g,p,w,8,p,n,v,d,e,n
x,f,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,8,e,n,a,g,e,p
x,f,g,t,n,f,c,b,w,t,b,s,s,p,p,p,w,8,p,n,v,d,e,w
x,y,e,t,,f,c,b,u,t,b,s,s,p,p,p,w,8,p,n,v,d,e,u
x,f,g,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,y,d,e,p
,f,g,t,,,c,b,u,t,b,s,s,p,w,p,w,8,p,n,v,d,e,u
x,f,n,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d,e,p
x,s,w,t,,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,g,p,p
x,f,n,f,n,,w,b,k,t,e,s,s,w,w,p,w,8,e,k,s,g,e,k
x,y,N,t,n,,c,b,w,t,b,s,s,p,p,p,w,o,p,n,v,d,e,w
,f,g,t,n,,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d,e,p
f,y,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,s,g,p,w
x,f,g,t,,,c,b,u,t,b,s,s,w,g,p,w,8,p,k,y,d,e,u
x,f,g,f,n,f,w,b,h,t,e,s,f,w,w,p,w,8,e,k,s,g,e,h
x,f,e,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,v,d,e,u
,f,n,f,n,,w,b,k,t,e,f,s,w,w,p,w,8,e,n,s,g,e,k
f,s,w,f,,f,w,b,h,t,e,f,f,w,w,p,w,8,e,n,a,g,e,h
f,s,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,8,e,k,s,g,e,p
,y,e,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,v,d,e,w
,s,n,f,,,w,b,k,t,e,f,f,w,w,p,w,o,e,k,s,g,e,k
f,f,N,t,n,,c,b,n,t,b,s,s,p,p,p,w,o,p,n,v,d,e,n
f,s,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,s,g,e,h
x,f,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,a,g,e,k
f,f,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,8,e,n,s,g,e,h
x,s,n,t,,,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,u,p,w
x,f,n,t,n,f,c,b,p,t,b,s,s,w,w,p,w,8,p,k,y,d,e,p
f,s,n,f,n,f,w,b,k,t,e,f,s,w,w,p,w,8,e,n,s,g,e,k
,y,w,t,,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,g,p,n
,f,n,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,v,d,e,n
,f,g,t,,f,c,b,u,t,b,s,s,w,p,p,w,8,p,n,y,d,e,u
f,f,n,f,n,,w,b,p,t,e,f,f,w,w,p,w,8,e,n,a,g,e,p
x,f,e,t,n,f,c,b,p,t,b,s,s,g,g,p,w,8,p,k,v,d,e,p
,f,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,s,g,e,p
x,f,w,f,n,f,w,b,h,t,e,f,f,w,w,p,w,8,e,k,s,g,e,h
,y,w,t,,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,m,e,k
x,s,w,f,,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,s,g,e,p
x,y,g,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,v,d,e,u
x,f,g,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,y,d,e,n
x,s,g,f,n,f,w,b,n,t,e,f,s,w,w,p,w,8,e,n,a,g,e,n
f,y,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,8,p,n,s,u,p,n
x,f,e,t,n,f,c,b,w,t,b,s,s,w,p,p,w,8,p,n,v,d,e,w
f,s,n,t,,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,s,u,p,n
f,y,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,g,p,w
,f,g,t,,f,c,b,p,t,b,s,s,p,p,p,w,8,p,n,v,d,e,p
,s,n,f,,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,a,g,e,h
,f,g,t,,f,c,b,p,t,b,s,s,g,w,p,w,8,p,n,y,d,e,p
x,f,n,f,,f,w,b,h,t,e,s,f,w,w,p,w,8,e,k,a,g,e,h
x,f,n,t,n,f,c,b,w,t,b,s,s,p,g,p,w,8,p,n,y,d,e,w
,s,n,f,,f,w,b,p,t,e,f,s,w,w,p,w,8,e,n,s,g,e,p
f,f,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,a,g,e,p
x,s,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,a,g,e,k
x,s,n,f,,f,w,b,k,t,e,s,f,w,w,p,w,8,e,k,s,g,e,k
x,f,n,t,,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,v,d,e,w
x,y,E,t,,,c,b,u,t,b,s,s,g,w,p,w,8,p,n,v,d,e,u
f,s,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,a,g,e,k
x,f,N,t,n,f,c,b,w,t,b,s,s,g,g,p,w,8,p,k,y,d,e,w
f,y,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,u,p,w
x,y,y,t,l,f,c,b,n,e,r,s,y,w,w,p,w,8,p,n,s,g,e,n
,s,n,t,,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,g,p,p
f,f,w,f,,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,s,g,e,h
,f,n,f,,f,w,b,n,t,e,f,f,w,w,p,w,8,e,k,a,g,e,n
f,s,n,t,p,,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,g,p,w
x,s,n,f,,f,w,b,k,t,e,f,f,w,w,p,w,8,e,n,a,g,e,k
x,f,N,f,,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g,e,n
x,f,e,t,n,f,c,b,u,t,b,s,s,g,w,p,w,8,p,k,v,d,e,u
f,f,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,a,g,e,k
x,f,w,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,s,g,e,k
f,s,g,f,n,,w,b,p,t,e,f,s,w,w,p,w,8,e,n,a,g,e,p
f,f,w,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,s,g,e,h
,s,y,t,a,f,w,n,n,t,b,s,s,w,w,p,w,8,p,n,v,d,e,n
f,f,w,t,,,w,n,n,t,b,s,s,w,w,p,w,8,p,n,v,d,e,n
f,f,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,8,e,n,a,g,e,p
,f,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d,e,u
x,y,G,t,,f,c,b,n,t,b,s,s,g,p,p,w,8,p,k,y,d,e,n
x,f,n,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,y,d,e,u
x,f,n,f,,,w,b,k,t,e,s,f,w,w,p,w,8,e,k,s,g,e,k
x,f,g,t,n,f,c,b,u,t,b,s,s,w,w,p,w,8,p,n,y,d,e,u
,f,n,t,,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,v,d,e,n
x,f,g,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,a,g,e,p
,f,n,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,v,d,e,n
,s,N,f,,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g,e,h
b,y,w,t,l,,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m,e,k
x,y,e,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,v,d,e,u
f,s,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g,e,h
x,f,e,t,,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,y,d,e,w
,y,n,t,n,,c,b,p,t,b,s,s,g,g,p,w,o,p,k,y,d,e,p
x,y,g,t,n,f,c,b,u,t,b,s,s,p,g,p,w,8,p,k,v,d,e,u
x,s,g,f,,,w,b,p,t,e,s,s,w,w,p,w,8,e,n,a,g,e,p
,s,n,f,,f,w,b,k,t,e,f,s,w,w,p,w,8,e,k,s,g,e,k
x,f,G,f,n,f,w,b,p,t,e,f,f,w,w,p,w,8,e,n,a,g,e,p
x,s,g,f,,,w,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g,e,n
x,y,e,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d,e,w
f,f,G,t,,f,c,b,w,t,b,s,s,p,w,p,w,8,p,n,y,d,e,w
f,f,n,t,n,f,c,b,n,t,b,s,s,p,w,p,w,8,p,k,y,d,e,n
x,f,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g,e,k
,s,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,8,e,n,s,g,e,n
x,f,w,f,,,w,b,n,t,e,s,s,w,w,p,w,o,e,k,s,g,e,n
x,y,y,t,,f,c,b,p,e,r,s,y,w,w,p,w,8,p,n,s,p,e,p
x,f,e,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,v,d,e,u
x,f,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,s,g,e,h
x,y,n,t,n,,c,b,p,t,b,s,s,w,g,p,w,8,p,k,v,d,e,p
f,f,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,8,p,n,y,d,e,n
x,f,w,f,n,,w,b,k,t,e,f,s,w,w,p,w,8,e,n,a,g,e,k
,y,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,8,p,k,s,m,e,k
,s,n,f,,,w,b,p,t,e,s,s,w,w,p,w,o,e,n,s,g,e,p
f,s,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,8,e,n,a,g,e,p
f,f,n,t,n,,c,b,u,t,b,s,s,g,w,p,w,8,p,n,v,d,e,u
f,f,w,f,,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,s,g,e,k
x,f,g,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,v,d,e,u
x,f,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d,e,p
x,f,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,8,e,n,a,g,e,p
,s,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,8,p,k,n,m,e,n
f,s,g,f,n,f,w,b,n,t,e,f,s,w,w,p,w,8,e,n,s,g,e,n
f,y,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,g,p,n
f,f,g,f,n,f,w,b,p,t,e,f,s,w,w,p,w,8,e,n,s,g,e,p
x,f,n,t,n,f,c,b,n,t,b,s,s,p,w,p,w,8,p,n,v,d,e,n
x,f,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,s,g,e,n
x,y,n,t,,,c,b,u,t,b,s,s,p,w,p,w,8,p,k,v,d,e,u
x,y,e,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d,e,p
f,s,n,t,,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,u,p,n
f,s,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,a,g,e,p
x,f,g,t,n,f,c,b,n,t,b,s,s,w,g,p,w,8,p,k,y,d,e,n
f,f,G,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,y,d,e,n
x,f,g,t,,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,v,d,e,n
x,f,g,t,n,,c,b,w,t,b,s,s,p,p,p,w,8,p,n,y,d,e,w
x,f,n,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,y,d,e,u
x,s,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,8,p,n,v,u,p,p
x,s,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,8,p,k,n,m,e,k
x,f,n,t,n,,c,b,n,t,b,s,s,p,p,p,w,o,p,n,v,d,e,n
f,y,n,t,n,f,c,b,w,t,b,s,s,w,w,p,w,8,p,n,y,d,e,w
x,s,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g,e,n
x,y,e,t,,f,c,b,u,t,b,s,s,w,p,p,w,8,p,n,y,d,e,u
x,f,g,f,n,f,w,b,k,t,e,f,s,w,w,p,w,8,e,n,s,g,e,k
f,s,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,s,g,e,p
x,f,n,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,v,d,e,n
,f,n,t,,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,v,d,e,u
f,f,g,f,,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g,e,n
f,f,g,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,s,g,e,n
f,f,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,s,g,e,h
x,f,g,t,n,f,c,b,p,t,b,s,s,g,w,p,w,8,p,k,y,d,e,p
x,f,e,t,n,f,c,b,n,t,b,s,s,p,g,p,w,8,p,n,y,d,e,n
,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,8,p,k,s,u,p,p
,y,g,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,v,d,e,p
x,s,w,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,a,g,e,k
b,s,W,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m,e,g
x,s,w,f,n,,w,b,h,t,e,f,f,w,w,p,w,8,e,n,s,g,e,h
,f,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,s,g,e,k
x,y,g,t,n,f,c,b,p,t,b,s,s,g,w,p,w,8,p,k,y,d,e,p
f,f,g,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d,e,n
x,f,g,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,s,g,e,p
x,s,W,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,s,g,p,n
x,s,n,f,n,,w,b,k,t,e,s,s,w,w,p,w,o,e,n,a,g,e,k
,y,g,t,n,f,c,b,p,t,b,s,s,w,g,p,w,8,p,k,y,d,e,p
f,f,G,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,v,d,e,p
x,y,n,t,,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d,e,w
x,f,e,t,,f,c,b,p,t,b,s,s,p,g,p,w,8,p,n,y,d,e,p
f,f,n,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,y,d,e,w
x,f,e,t,,f,c,b,u,t,b,s,s,g,g,p,w,8,p,k,y,d,e,u
f,f,n,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,v,d,e,p
x,y,e,t,n,f,c,b,u,t,b,s,s,p,p,p,w,8,p,k,y,d,e,u
x,f,g,t,,f,c,b,w,t,b,s,s,p,w,p,w,8,p,k,v,d,e,w
f,f,g,t,n,,c,b,p,t,b,s,s,w,w,p,w,o,p,k,v,d,e,p
x,f,e,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,v,d,e,w
x,y,e,t,n,,c,b,u,t,b,s,s,g,p,p,w,8,p,n,v,d,e,u
x,s,w,t,,f,c,n,w,e,e,s,s,w,w,p,w,8,p,n,v,g,p,w
x,f,e,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,v,d,e,n
x,y,g,t,,f,c,b,p,t,b,s,s,w,w,p,w,8,p,k,v,d,e,p
x,f,n,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,y,d,e,p
x,y,e,t,,f,c,b,w,t,b,s,s,w,g,p,w,8,p,k,y,d,e,w
,y,g,t,n,,c,b,n,t,b,s,s,g,p,p,w,8,p,k,v,d,e,n
x,f,g,t,n,,c,b,n,t,b,s,s,p,p,p,w,o,p,k,v,d,e,n
,y,g,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,v,d,e,u
,f,e,t,n,f,c,b,p,t,b,s,s,w,w,p,w,8,p,n,y,d,e,p
f,y,e,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,y,d,e,n
,f,n,t,,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,v,d,e,p
x,f,n,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,v,d,e,u
f,y,g,t,,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,v,d,e,w
x,y,e,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,v,d,e,u
x,f,g,t,,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,y,d,e,p
x,y,g,t,,f,c,b,n,t,b,s,s,w,p,p,w,8,p,k,v,d,e,n
,f,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,8,l,h,y,g,p,p
f,s,W,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,g,p,p
,f,e,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,v,d,e,n
x,f,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,8,e,n,s,g,e,h
,y,n,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,v,d,e,u
f,f,n,t,,f,c,b,n,t,b,s,s,g,w,p,w,8,p,n,y,d,e,n
x,f,n,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,v,d,e,w
,y,g,t,,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,y,d,e,u
x,y,G,t,,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d,e,w
x,f,E,t,n,f,c,b,u,t,b,s,s,w,p,p,w,8,p,k,v,d,e,u
x,y,n,t,,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,y,d,e,n
x,f,g,t,n,f,c,b,w,t,b,s,s,p,g,p,w,8,p,k,y,d,e,w
x,f,E,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,v,d,e,w
x,y,e,t,n,f,c,b,u,t,b,s,s,w,g,p,w,8,p,k,v,d,e,u
x,y,n,t,,,c,b,p,t,b,s,s,p,w,p,w,o,p,n,y,d,e,p
x,y,e,t,n,,c,b,n,t,b,s,s,w,w,p,w,8,p,k,y,d,e,n
f,y,n,t,,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d,e,p
f,y,n,t,,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,v,d,e,n
,y,n,t,n,,c,b,n,t,b,s,s,g,g,p,w,8,p,n,v,d,e,n
,s,n,t,p,,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u,p,n
f,f,e,t,n,,c,b,u,t,b,s,s,w,w,p,w,8,p,n,y,d,e,u
x,s,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,8,p,k,s,g,p,w
,f,e,t,n,,c,b,u,t,b,s,s,g,p,p,w,8,p,k,y,d,e,u
f,f,n,t,,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,y,d,e,p
x,y,n,t,n,f,c,b,u,t,b,s,s,p,g,p,w,8,p,n,v,d,e,u
f,f,e,t,n,,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d,e,p
,f,E,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,y,d,e,n
,f,g,t,n,f,c,b,p,t,b,s,s,g,p,p,w,8,p,n,v,d,e,p
x,y,N,t,n,f,c,b,n,t,b,s,s,p,g,p,w,8,p,n,y,d,e,n
f,f,n,t,,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,v,d,e,u
f,f,n,t,n,f,c,b,w,t,b,s,s,p,p,p,w,8,p,n,y,d,e,w
x,f,e,t,n,f,c,b,u,t,b,s,s,w,g,p,w,8,p,k,v,d,e,u
x,f,n,t,n,f,c,b,u,t,b,s,s,w,g,p,w,8,p,k,y,d,e,u
x,f,e,t,n,f,c,b,p,t,b,s,s,g,w,p,w,8,p,n,y,d,e,p
,f,g,t,n,f,c,b,p,t,b,s,s,g,p,p,w,8,p,k,v,d,e,p
x,y,N,t,,f,c,b,u,t,b,s,s,w,p,p,w,8,p,k,y,d,e,u
f,f,n,t,n,f,c,b,u,t,b,s,s,w,p,p,w,8,p,n,y,d,e,u
x,f,e,t,n,f,c,b,n,t,b,s,s,w,p,p,w,8,p,n,y,d,e,n
x,y,e,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,y,d,e,w
,f,g,t,n,,c,b,p,t,b,s,s,p,g,p,w,o,p,k,y,d,e,p
,y,G,t,,f,c,b,n,t,b,s,s,g,g,p,w,8,p,k,y,d,e,n
x,y,e,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d,e,p
x,y,g,t,n,f,c,b,p,t,b,s,s,g,p,p,w,8,p,k,v,d,e,p
x,f,g,t,n,f,c,b,n,t,b,s,s,g,g,p,w,8,p,n,v,d,e,n
f,f,g,t,n,f,c,b,n,t,b,s,s,g,g,p,w,8,p,n,v,d,e,n
x,y,g,t,,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,v,d,e,n
,y,e,t,,f,c,b,n,t,b,s,s,w,g,p,w,8,p,n,y,d,e,n
f,f,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,8,p,k,v,d,e,p
f,f,n,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,y,d,e,w
x,y,e,t,n,f,c,b,p,t,b,s,s,w,w,p,w,8,p,n,v,d,e,p
,f,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,d,p,p
x,y,g,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,y,d,e,u
,f,e,t,n,f,c,b,w,t,b,s,s,p,g,p,w,8,p,n,y,d,e,w
x,y,n,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,v,d,e,u
,f,n,t,n,,c,b,p,t,b,s,s,g,w,p,w,8,p,n,y,d,e,p
x,y,e,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,v,d,e,w
,f,n,t,n,,c,b,p,t,b,s,s,g,g,p,w,o,p,k,v,d,e,p
